,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
23370,Male,Group e,Master's degree,Standard,Start,Married,Regularly,Yes,4,School_bus,0-10,91,92,88
23371,Male,Group b,Bachelor's degree,Standard,Start,Married,Sometimes,No,4,School_bus,5-10,50,43,36
23372,Male,Group b,Master's degree,Free,Start,Married,Regularly,Yes,1,School_bus,0-5,55,64,66
23373,Male,Group f,High school,Standard,Start,Divorced,Never,No,3,School_bus,10-15,31,23,20
23374,Female,Group b,Associate's degree,Standard,Start,Married,Sometimes,Yes,2,Private car,5-10,71,85,77
23375,Female,Group c,Bachelor's degree,Free,Completed,Single,Sometimes,Yes,3,School_bus,0-10,71,79,83
23376,Male,Group a,Associate's degree,Standard,In progress,Divorced,Never,No,2,School_bus,5-10,64,60,58
23377,Male,Group d,law degree,Standard,Start,Divorced,Sometimes,Yes,2,Private car,0-10,71,63,59
23378,Female,Group c,Associate's degree,Free,Start,Married,Sometimes,No,1,Private car,0-10,76,84,83
23379,Male,Group d,Associate's degree,Standard,Start,Single,Sometimes,Yes,5,School_bus,0-5,93,97,91
23380,Male,Group c,High school,Free,Start,Divorced,Regularly,No,2,Private car,5-10,57,55,55
23381,Female,Group d,law degree,Standard,Completed,Married,Regularly,Yes,0,School_bus,5-10,91,100,99
23383,Male,Group d,Master's degree,Standard,Start,Married,Regularly,Yes,3,School_bus,0-10,95,83,94
23384,Male,Group d,High school,Free,Start,Married,Sometimes,Yes,2,School_bus,5-10,62,60,53
23386,Male,Group f,Associate's degree,Standard,Completed,Married,Regularly,No,3,School_bus,0-5,70,62,69
23387,Male,Group e,Bachelor's degree,Free,Start,Single,Sometimes,Yes,4,Own car,0-5,54,55,41
23388,Male,Group b,college degree,Standard,Start,Single,Regularly,No,3,School_bus,5-10,55,61,60
23389,Female,Group c,college degree,Free,In progress,Married,Sometimes,Yes,0,School_bus,0-5,48,61,68
23390,Male,Group c,law degree,Free,Start,Married,Sometimes,No,1,School_bus,0-10,45,46,41
23391,Female,Group e,Bachelor's degree,Standard,Start,Married,Never,Yes,5,School_bus,5-10,72,69,77
23392,Male,Group d,Professional certification,Free,Completed,Married,Regularly,No,4,School_bus,0-5,81,89,83
23393,Female,Group c,Associate's degree,Free,In progress,Married,Sometimes,Yes,4,Private car,5-10,41,57,44
23394,Male,Group b,college degree,Standard,In progress,Married,Regularly,Yes,3,School_bus,0-10,73,73,64
23395,Female,Group c,Professional certification,Standard,Completed,Married,Regularly,Yes,1,School_bus,5-10,59,73,71
23396,Female,Group c,Associate's degree,Free,Start,Married,Regularly,Yes,2,Private car,0-5,38,53,42
23397,Male,Group c,law degree,Free,Start,Single,Never,Yes,2,School_bus,5-10,64,58,51
23398,Male,Group c,law degree,Standard,Start,Divorced,Sometimes,No,5,Private car,0-5,61,61,52
23399,Male,Group f,law degree,Standard,Start,Single,Regularly,Yes,3,Private car,0-10,92,83,81
23400,Male,Group d,High school,Standard,Completed,Married,Sometimes,Yes,3,School_bus,5-10,59,64,63
23401,Female,Group b,Bachelor's degree,Free,Start,Married,Sometimes,Yes,1,School_bus,0-10,38,46,46
23402,Female,Group a,High school,Standard,Completed,Divorced,Never,Yes,3,Private car,0-10,62,70,72
23404,Female,Group a,Master's degree,Standard,Completed,Single,Sometimes,Yes,3,School_bus,5-10,51,69,71
23405,Female,Group c,law degree,Free,Completed,Married,Sometimes,Yes,3,School_bus,0-10,76,79,87
23406,Female,Group d,High school,Standard,Completed,Single,Sometimes,Yes,2,Own car,5-10,78,96,96
23407,Female,Group e,Associate's degree,Standard,In progress,Married,Never,No,2,School_bus,5-10,87,86,88
23408,Female,Group c,Bachelor's degree,Standard,Completed,Married,Never,No,1,School_bus,0-5,58,65,65
23409,Male,Group d,law degree,Free,Completed,Married,Sometimes,Yes,0,Private car,5-10,50,51,47
23410,Female,Group d,college degree,Free,Completed,Married,Regularly,No,1,Private car,5-10,49,57,60
23411,Female,Group e,law degree,Free,Completed,Married,Sometimes,No,3,School_bus,5-10,58,60,67
23412,Male,Group c,High school,Free,Start,Married,Sometimes,Yes,2,Private car,0-10,60,62,48
23413,Female,Group b,college degree,Free,Start,Divorced,Sometimes,Yes,0,Private car,5-10,44,52,54
23414,Male,Group c,Bachelor's degree,Free,Start,Single,Never,Yes,0,School_bus,5-10,75,74,67
23415,Male,Group e,Associate's degree,Standard,Start,Divorced,Never,Yes,3,School_bus,0-5,94,91,79
23416,Male,Group c,Bachelor's degree,Standard,Completed,Married,Regularly,No,2,School_bus,0-5,67,66,70
23417,Male,Group b,college degree,Standard,In progress,Single,Never,Yes,4,School_bus,5-10,86,79,73
23419,Male,Group c,Bachelor's degree,Free,Start,Married,Regularly,Yes,0,Own car,5-10,56,51,49
23420,Male,Group c,High school,Standard,Start,Married,Regularly,No,1,School_bus,0-5,47,41,37
23421,Male,Group c,college degree,Free,Start,Divorced,Regularly,Yes,3,School_bus,5-10,69,69,57
23422,Male,Group b,High school,Standard,Start,Married,Sometimes,Yes,2,Private car,5-10,64,57,51
23423,Female,Group e,law degree,Free,Start,Married,Sometimes,Yes,2,Private car,5-10,53,62,56
23424,Male,Group c,Professional certification,Standard,Completed,Widowed,Regularly,No,3,School_bus,5-10,62,55,53
23425,Female,Group e,law degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,77,94,86
23426,Female,Group d,Associate's degree,Free,Completed,Married,Regularly,Yes,3,School_bus,0-5,75,87,92
23427,Female,Group d,Associate's degree,Standard,Completed,Divorced,Regularly,No,2,School_bus,0-5,85,86,92
23428,Male,Group c,Associate's degree,Standard,Start,Married,Sometimes,Yes,3,Private car,5-10,58,59,60
23429,Male,Group c,college degree,Standard,Start,Married,Sometimes,No,1,School_bus,0-10,61,66,62
23430,Female,Group c,Master's degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,5-10,65,72,73
23431,Male,Group a,college degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,0-5,64,61,52
23432,Male,Group d,college degree,Standard,Completed,Single,Regularly,Yes,2,School_bus,5-10,78,79,80
23433,Male,Group d,High school,Standard,In progress,Married,Sometimes,Yes,2,School_bus,0-10,61,45,42
23434,Male,Group a,college degree,Standard,Completed,Married,Sometimes,No,7,School_bus,5-10,64,71,72
23435,Male,Group b,law degree,Standard,Start,Divorced,Sometimes,Yes,1,Private car,5-10,75,67,65
23436,Female,Group b,Associate's degree,Standard,Completed,Married,Sometimes,Yes,0,Private car,5-10,81,93,97
23437,Male,Group c,High school,Free,Start,Married,Sometimes,Yes,0,Private car,5-10,27,34,23
23438,Male,Group c,law degree,Standard,Completed,Divorced,Sometimes,Yes,3,Own car,0-5,50,55,52
23440,Female,Group c,High school,Standard,Completed,Married,Regularly,Yes,2,Private car,5-10,60,70,70
23442,Female,Group d,Bachelor's degree,Free,Completed,Divorced,Sometimes,Yes,3,Own car,5-10,60,80,80
23443,Male,Group e,Bachelor's degree,Standard,Completed,Single,Regularly,No,1,Private car,5-10,83,74,76
23444,Male,Group d,Bachelor's degree,Standard,Start,Married,Regularly,No,1,School_bus,5-10,79,78,70
23445,Female,Group d,Bachelor's degree,Free,In progress,Single,Sometimes,No,3,Private car,5-10,67,81,79
23446,Male,Group f,Associate's degree,Standard,Start,Married,Sometimes,Yes,4,School_bus,0-5,76,72,75
23447,Male,Group b,Professional certification,Standard,Completed,Married,Sometimes,Yes,2,Private car,0-10,78,81,80
23448,Male,Group e,Associate's degree,Free,Completed,Married,Regularly,Yes,4,Private car,5-10,83,76,71
23449,Male,Group d,Associate's degree,Standard,Completed,Married,Never,Yes,4,School_bus,0-10,69,73,65
23450,Female,Group b,Professional certification,Free,Start,Married,Sometimes,Yes,5,Own car,0-10,43,57,58
23451,Male,Group b,college degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,0-5,61,47,47
23452,Male,Group d,college degree,Free,In progress,Married,Sometimes,No,3,School_bus,5-10,72,70,64
23456,Male,Group b,law degree,Standard,Start,Single,Sometimes,Yes,1,School_bus,0-5,75,60,56
23457,Female,Group d,High school,Standard,Start,Married,Sometimes,No,3,Own car,0-10,55,66,64
23458,Male,Group f,law degree,Free,Start,Single,Regularly,Yes,1,Own car,5-10,54,48,48
23459,Female,Group c,Bachelor's degree,Standard,Start,Single,Sometimes,No,1,Private car,0-5,65,71,66
23460,Male,Group b,High school,Standard,Start,Single,Sometimes,No,1,School_bus,5-10,49,54,53
23462,Male,Group b,Associate's degree,Standard,Start,Single,Never,Yes,2,School_bus,0-5,77,70,68
23463,Female,Group b,college degree,Standard,Completed,Married,Sometimes,No,3,School_bus,0-5,64,71,76
23464,Female,Group b,Associate's degree,Standard,Completed,Single,Regularly,No,4,School_bus,0-10,89,89,92
23465,Female,Group c,college degree,Standard,Start,Married,Never,Yes,2,School_bus,5-10,55,68,64
23466,Female,Group c,High school,Standard,Start,Single,Regularly,Yes,0,Private car,5-10,46,47,39
23467,Male,Group c,Associate's degree,Standard,Start,Single,Regularly,Yes,3,Private car,5-10,61,58,55
23468,Female,Group c,college degree,Free,Completed,Divorced,Regularly,Yes,1,Own car,5-10,58,76,74
23469,Female,Group b,college degree,Free,Start,Married,Regularly,Yes,1,Own car,5-10,51,71,66
23471,Female,Group d,college degree,Standard,Start,Single,Sometimes,No,2,School_bus,0-10,53,62,59
23472,Female,Group a,college degree,Standard,Start,Married,Sometimes,Yes,2,Private car,5-10,63,68,60
23473,Male,Group b,High school,Standard,Completed,Married,Sometimes,Yes,4,Private car,0-5,63,59,64
23474,Female,Group e,Professional certification,Free,Completed,Married,Regularly,Yes,1,School_bus,0-5,73,76,88
23475,Male,Group a,Associate's degree,Free,Completed,Single,Sometimes,Yes,2,School_bus,5-10,48,54,61
23476,Female,Group c,law degree,Standard,Start,Married,Regularly,No,3,School_bus,0-10,81,84,83
23477,Female,Group d,college degree,Free,Start,Single,Sometimes,Yes,2,School_bus,5-10,51,59,57
23478,Female,Group e,law degree,Free,In progress,Married,Regularly,No,1,Private car,10-15,53,65,60
23479,Female,Group c,Associate's degree,Free,Start,Married,Sometimes,Yes,1,Own car,0-5,38,59,54
23480,Male,Group e,law degree,Standard,Completed,Married,Never,Yes,2,School_bus,0-10,48,44,48
23481,Male,Group c,college degree,Standard,Completed,Married,Regularly,No,4,Private car,0-5,89,96,100
23482,Female,Group e,college degree,Free,Completed,Married,Regularly,No,2,School_bus,5-10,58,58,60
23484,Male,Group c,Professional certification,Free,Start,Married,Sometimes,Yes,0,Own car,0-10,36,24,24
23485,Male,Group d,High school,Free,Completed,Divorced,Sometimes,Yes,3,Private car,0-5,69,73,71
23486,Male,Group b,Bachelor's degree,Free,Start,Married,Regularly,Yes,1,Private car,5-10,83,84,77
23487,Female,Group c,Master's degree,Standard,Start,Married,Never,Yes,1,School_bus,5-10,67,70,78
23488,Male,Group f,law degree,Standard,Completed,Married,Sometimes,Yes,3,Private car,5-10,63,54,53
23489,Female,Group d,college degree,Standard,Start,Single,Regularly,Yes,0,School_bus,5-10,66,75,76
23490,Female,Group c,college degree,Standard,Completed,Married,Regularly,Yes,4,Private car,5-10,74,85,90
23492,Male,Group a,Bachelor's degree,Standard,Start,Married,Sometimes,No,1,Private car,5-10,82,86,72
23493,Female,Group d,college degree,Free,Completed,Married,Regularly,Yes,2,Private car,10-15,52,59,66
23494,Female,Group b,Associate's degree,Standard,Completed,Widowed,Sometimes,Yes,2,School_bus,0-5,68,73,73
23495,Female,Group d,college degree,Standard,Completed,Single,Regularly,No,2,School_bus,5-10,98,95,100
23496,Male,Group f,college degree,Free,Start,Married,Regularly,Yes,2,School_bus,0-5,73,66,64
23497,Female,Group b,law degree,Standard,Completed,Divorced,Regularly,No,3,Private car,5-10,73,85,79
23498,Male,Group d,college degree,Free,Start,Single,Regularly,No,2,School_bus,5-10,92,73,78
23499,Female,Group c,Professional certification,Free,Start,Single,Never,Yes,2,Private car,0-5,57,74,72
23500,Male,Group e,High school,Free,Completed,Married,Regularly,No,1,Private car,5-10,64,55,60
23502,Female,Group d,college degree,Standard,Start,Single,Regularly,Yes,2,School_bus,5-10,59,63,72
23503,Male,Group d,Master's degree,Standard,Start,Divorced,Regularly,Yes,3,School_bus,5-10,86,81,79
23504,Male,Group c,Associate's degree,Free,Completed,Single,Never,No,4,School_bus,5-10,60,64,56
23505,Male,Group a,college degree,Free,Start,Divorced,Regularly,Yes,1,Private car,5-10,65,74,68
23506,Female,Group f,college degree,Standard,Start,Single,Regularly,No,2,School_bus,0-5,74,89,88
23507,Male,Group e,Associate's degree,Standard,Start,Married,Sometimes,No,1,School_bus,0-10,81,79,78
23508,Female,Group c,Associate's degree,Standard,Start,Single,Sometimes,Yes,0,School_bus,0-10,82,79,82
23509,Female,Group b,Associate's degree,Standard,Start,Single,Never,Yes,2,School_bus,5-10,47,50,50
23510,Male,Group c,High school,Free,Start,Divorced,Regularly,Yes,2,School_bus,5-10,38,37,29
23511,Male,Group c,law degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,73,70,62
23512,Male,Group c,law degree,Standard,Start,Divorced,Regularly,Yes,2,School_bus,10-15,76,61,54
23513,Female,Group e,Associate's degree,Standard,In progress,Married,Regularly,Yes,2,Private car,0-5,81,87,91
23514,Female,Group e,Professional certification,Standard,Completed,Divorced,Regularly,Yes,1,School_bus,0-10,84,90,89
23515,Female,Group d,college degree,Free,Start,Single,Regularly,Yes,1,School_bus,5-10,50,54,56
23516,Male,Group c,law degree,Free,Start,Married,Regularly,Yes,4,School_bus,5-10,48,52,46
23517,Female,Group c,college degree,Free,Completed,Married,Sometimes,No,3,School_bus,0-10,70,86,86
23518,Male,Group d,High school,Free,In progress,Married,Sometimes,Yes,0,School_bus,10-15,27,31,23
23519,Female,Group b,Associate's degree,Standard,Start,Single,Regularly,Yes,5,Private car,0-5,76,75,82
23520,Male,Group c,High school,Free,Completed,Married,Regularly,Yes,2,Private car,5-10,57,53,53
23521,Female,Group a,Bachelor's degree,Free,Start,Divorced,Regularly,Yes,2,School_bus,0-5,56,77,76
23522,Female,Group e,college degree,Free,Start,Married,Sometimes,Yes,3,School_bus,0-10,76,76,75
23523,Male,Group e,Professional certification,Free,Completed,Single,Regularly,Yes,1,School_bus,0-5,41,37,35
23524,Male,Group a,Bachelor's degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,65,71,67
23525,Male,Group c,Master's degree,Standard,Completed,Divorced,Never,Yes,5,School_bus,5-10,92,83,87
23526,Female,Group c,High school,Free,Completed,Single,Sometimes,No,1,Private car,5-10,60,73,68
23527,Male,Group d,college degree,Standard,Completed,Divorced,Regularly,Yes,3,Private car,0-10,46,54,55
23529,Female,Group d,Professional certification,Free,Start,Married,Regularly,Yes,3,School_bus,5-10,48,50,59
23530,Female,Group f,college degree,Standard,Start,Married,Never,Yes,2,School_bus,0-10,71,76,68
23531,Female,Group d,Associate's degree,Standard,Start,Divorced,Sometimes,Yes,1,School_bus,0-10,77,84,89
23532,Female,Group c,High school,Standard,In progress,Single,Sometimes,No,1,School_bus,0-10,67,70,72
23533,Female,Group d,college degree,Standard,Start,Divorced,Regularly,Yes,1,School_bus,5-10,77,93,88
23534,Male,Group c,Associate's degree,Standard,Start,Divorced,Regularly,Yes,7,Private car,5-10,58,50,50
23535,Male,Group b,law degree,Standard,Start,Single,Sometimes,Yes,1,Private car,0-10,65,69,61
23536,Female,Group d,college degree,Standard,Start,Married,Sometimes,Yes,0,School_bus,5-10,78,94,96
23537,Male,Group a,college degree,Standard,Completed,Married,Sometimes,No,1,Private car,0-10,57,60,61
23538,Male,Group b,Associate's degree,Free,Start,Divorced,Sometimes,Yes,0,Private car,0-5,74,75,68
23539,Male,Group d,High school,Standard,Start,Single,Sometimes,No,2,Private car,0-5,60,51,52
23540,Female,Group e,college degree,Free,Start,Married,Sometimes,No,2,School_bus,5-10,53,57,64
23541,Female,Group d,law degree,Free,Completed,Single,Regularly,No,1,Private car,5-10,33,50,54
23542,Female,Group f,Bachelor's degree,Standard,Completed,Married,Regularly,Yes,0,Private car,5-10,79,89,97
23543,Male,Group c,law degree,Standard,Start,Divorced,Regularly,Yes,0,School_bus,0-10,64,55,56
23544,Female,Group c,law degree,Free,Start,Divorced,Regularly,Yes,3,Private car,0-5,58,69,65
23545,Male,Group c,Master's degree,Free,Start,Married,Sometimes,Yes,3,School_bus,0-10,58,65,62
23546,Male,Group b,college degree,Standard,Start,Married,Regularly,Yes,2,Private car,0-5,82,74,76
23547,Female,Group c,law degree,Standard,Completed,Married,Never,No,3,Private car,5-10,66,72,76
23548,Female,Group a,college degree,Standard,Completed,Single,Sometimes,No,1,Private car,10-15,64,73,78
23549,Male,Group e,Associate's degree,Free,In progress,Married,Sometimes,No,4,Private car,5-10,82,78,71
23550,Male,Group d,law degree,Standard,Start,Single,Sometimes,Yes,1,School_bus,0-10,61,56,57
23552,Female,Group c,Professional certification,Standard,Start,Single,Sometimes,Yes,0,School_bus,5-10,52,51,56
23553,Female,Group c,Bachelor's degree,Standard,Completed,Divorced,Sometimes,Yes,2,School_bus,5-10,75,88,89
23554,Male,Group e,High school,Free,Start,Married,Never,Yes,1,School_bus,5-10,44,45,34
23556,Male,Group f,Associate's degree,Standard,Completed,Divorced,Regularly,Yes,3,School_bus,0-5,91,83,88
23558,Female,Group c,law degree,Standard,Start,Single,Regularly,Yes,3,School_bus,5-10,58,66,70
23559,Female,Group a,Associate's degree,Free,Start,Married,Never,No,3,School_bus,5-10,56,62,59
23560,Male,Group e,college degree,Free,In progress,Widowed,Sometimes,No,1,School_bus,0-5,64,63,51
23561,Male,Group f,law degree,Standard,Completed,Married,Sometimes,Yes,1,School_bus,5-10,84,75,80
23562,Male,Group b,Master's degree,Free,Start,Single,Sometimes,Yes,4,School_bus,5-10,69,75,69
23563,Female,Group e,Associate's degree,Standard,Start,Divorced,Regularly,No,1,School_bus,5-10,64,57,64
23564,Female,Group d,High school,Standard,Start,Single,Sometimes,Yes,3,Private car,5-10,63,78,79
23565,Female,Group e,Professional certification,Free,Start,Married,Sometimes,Yes,1,Private car,0-10,62,69,62
23566,Female,Group d,college degree,Free,Completed,Married,Never,Yes,5,Private car,5-10,62,78,81
23567,Male,Group b,High school,Free,Completed,Married,Regularly,Yes,2,School_bus,5-10,69,66,56
23568,Female,Group d,Professional certification,Standard,Start,Married,Never,Yes,1,Private car,0-5,74,83,81
23569,Male,Group c,High school,Standard,Start,Divorced,Regularly,No,2,Own car,5-10,56,50,56
